pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.000104515050167224	0.000673551863493489	-0.703391320129316	-2.61620450345342	0	23	MCM5 GADD45B GADD45A DBF4 CDKN1A BUB1 CDC25B MYC TTK PLK1 PCNA CDKN2D CDKN2C CCNB1 CCNB2 CDC20 PTTG1 CCNA2 MAD2L1 CDK1
GO_ARTERY_DEVELOPMENT	0.276608910891089	0.345761138613861	-0.295943699537608	-1.15050681150055	2681	27	HEY1 PLXND1 PTGER4 HES1 TBX2 FOXC2 FOXC1 NOTCH3 PDGFRB ENG APOE PRRX1 LOX HEY2 LOXL1
GO_REGULATION_OF_HEART_CONTRACTION	0.000224517287831163	0.000673551863493489	0.428089817070816	2.35356842341142	0	65	MYH6 ATP2A2 KCNA5 DES CAV1 GJA5 CSRP3 ADM PLN NKX2-5 CORIN TRDN SCN5A CASQ2 HSPB7 KCNH2 HCN4 SEMA3A SNTA1 TNNI3 RYR2 RNF207 CACNA1G PDE4B ADORA1 BVES TNNI3K DSP CHRM2 EPAS1 RYR3
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.0017640141121129	0.00378003024024192	0.43621576727781	2.05216820143173	8	35	MYH6 TBX5 TCAP TTN CSRP3 NEBL NKX2-5 MEF2C MYLK3 MYOCD BMP2 ACTN2 PDLIM5 BVES KDM6B NEXN PROX1 SORBS2 SLC8A1 FHOD3
GO_REGULATION_OF_HEART_RATE	0.000193236714975845	0.000673551863493489	0.543977069253173	2.49195317321469	0	32	MYH6 ATP2A2 KCNA5 CAV1 GJA5 ADM PLN SCN5A CASQ2 KCNH2 HCN4 SEMA3A SNTA1 RYR2 CACNA1G BVES TNNI3K DSP EPAS1
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.176543209876543	0.240740740740741	0.335040286223874	1.25800868247934	1000	17	GJA5 NKX2-5 MEF2C BMP2 RYR2
GO_HEART_DEVELOPMENT	0.00137551581843191	0.00343878954607978	0.26062182421722	1.65533574579085	4	126	MYH6 PAM TBX5 MB GJA5 TCAP TTN CSRP3 ADM PLN NEBL NKX2-5 TNNI1 ERBB4 MEF2C MYLK3 HEG1 SCN5A MYBPC3 CRIP1 ANKRD1 MYOCD FGF12 BMP2 TNNI3 ACTN2 RYR2 JAG1 FREM2 PDLIM5 BVES RBM20 COL2A1 SOX11 KDM6B DSP ADAMTS6
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.445357142857143	0.513873626373626	0.256048908730172	1.00147183921297	2493	19	GJA5 NKX2-5 MEF2C JAG1 SOX11
GO_HEART_MORPHOGENESIS	0.0691908947487041	0.115318157914507	0.241887316455267	1.34084524645756	306	67	MYH6 TBX5 GJA5 TCAP TTN NKX2-5 TNNI1 MEF2C HEG1 MYBPC3 ANKRD1 BMP2 TNNI3 RYR2 JAG1
GO_CARDIAC_CONDUCTION	0.000184026499815974	0.000673551863493489	0.549789517744938	2.28507444088292	0	23	KCNA5 CAV1 GJA5 PLN SCN5A CASQ2 KCNH2 HCN4 RYR2 RNF207 CACNA1G TNNI3K DSP
GO_REGULATION_OF_HEART_GROWTH	0.0502538959901944	0.0942260549816144	0.416997291756001	1.53788719847091	286	16	MYH6 TBX5 NKX2-5 ERBB4 MEF2C
GO_ARTERY_MORPHOGENESIS	0.516738377584217	0.518642602399222	-0.261660043790427	-0.960604458816261	4923	22	HEY1 PTGER4 HES1 TBX2 FOXC2 FOXC1 NOTCH3 PDGFRB ENG APOE PRRX1 HEY2
GO_AORTA_DEVELOPMENT	0.518642602399222	0.518642602399222	-0.292377711386575	-0.952771718056033	4798	15	HEY1 PLXND1 HES1 TBX2 PDGFRB LOX HEY2 LOXL1
GO_HEART_VALVE_DEVELOPMENT	0.151812292067939	0.227718438101909	0.352212759908224	1.29896166068607	866	16	TBX5 GJA5 MEF2C BMP2 JAG1
GO_HEART_PROCESS	0.000193236714975845	0.000673551863493489	0.603391481914889	2.76412996620032	0	32	MYH6 KCNA5 CAV1 GJA5 TCAP TTN CSRP3 PLN NKX2-5 TNNI1 TRDN SCN5A MYBPC3 CASQ2 KCNH2 FGF12 SNTA1 TNNI3 RYR2 GPX1
