pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.000125565042692115	0.00188347564038172	-0.645449964288664	-2.60407747638248	0	23	CDKN2D PCNA DBF4 CDC25B TTK PLK1 CDKN2C BUB1 CDC20 CCNA2 CCNB1 CDK1 CCNB2 MAD2L1 PTTG1
GO_ARTERY_DEVELOPMENT	0.260020112052866	0.35457288007209	0.263702087322054	1.15300166586784	1809	27	ENG PRRX1 APOE LOXL1 DLL4 FOXC2 PDGFRB FOXC1 PTGER4 LOX HES1 TBX2 ADAMTS6 NRP1 NOTCH3 HEY2 VEGFA PLXND1 HEY1
GO_REGULATION_OF_HEART_CONTRACTION	0.127696793002915	0.239431486880466	-0.240878602112661	-1.28515016455746	1094	65	RNF207 TNNI3 TRDN CHRM2 HSPB7 ADORA1 SEMA3A DSP HCN4 ITPR2 CORIN ADM SLC8A3 CACNA1G RYR3 SNTA1 CAV1 CSRP3 NKX2-5 GJA5 ATP2A2 KCNA5 MYH6
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.0286129970902037	0.107298739088264	-0.345094666299509	-1.57402711593619	235	35	TCAP MYLK3 NEBL BMP2 MYOCD CSRP3 TTN NKX2-5 CCNB1 CDK1 PITX2 TBX5 MYH6
GO_REGULATION_OF_HEART_RATE	0.0987972508591065	0.211708394698085	-0.308950944514039	-1.37335575450862	804	32	SEMA3A DSP HCN4 ADM CACNA1G SNTA1 CAV1 GJA5 ATP2A2 KCNA5 MYH6
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.0253517202953058	0.107298739088264	0.449029141950079	1.68263102688885	181	17	SOX17 GJA1 SOX18 ENG FOXC2 HHEX FOXC1
GO_HEART_DEVELOPMENT	0.0681471435836583	0.170367858959146	0.203229559319672	1.3210050451376	401	126	MYL2 MYH7 FHL2 MYL3 SOX17 GJA1 SOX18 HOPX RAMP2 TMEM100 CALCRL EDN1 ENG NRG1 CLDN5 CPE GPC3 COL5A1 DLL4 FOXC2 PDGFRB SNAI2 ERG HHEX SMYD1 FOXC1 APLNR ID1 SOX9
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.553000631711939	0.592500676834221	-0.243300424243031	-0.924006112198449	4376	19	SOX11 JAG1 NKX2-5 PITX2 GJA5
GO_HEART_MORPHOGENESIS	0.0195220990160862	0.107298739088264	0.2801753899092	1.57988957051535	124	67	MYL2 MYH7 FHL2 MYL3 SOX17 GJA1 SOX18 TMEM100 ENG NRG1 CLDN5 CPE COL5A1 DLL4 FOXC2 SNAI2 ERG FOXC1 SOX9 HEYL PKP2 CYR61
GO_CARDIAC_CONDUCTION	0.458312405826218	0.528822006722559	-0.246847234278418	-0.995908836404016	3649	23	DSP HCN4 CACNA1G CAV1 GJA5 KCNA5
GO_REGULATION_OF_HEART_GROWTH	0.052082006876353	0.156246020629059	-0.431858509039409	-1.55081374687972	408	16	NKX2-5 CCNB1 CDK1 TBX5 MYH6
GO_ARTERY_MORPHOGENESIS	0.317838300299444	0.397297875374305	0.271618946916131	1.10911815049647	2228	22	ENG PRRX1 APOE DLL4 FOXC2 PDGFRB FOXC1
GO_AORTA_DEVELOPMENT	0.716568544995795	0.716568544995795	0.225212873556693	0.805386743841904	5111	15	LOXL1 DLL4 PDGFRB LOX HES1 TBX2 ADAMTS6 HEY2 PLXND1 HEY1
GO_HEART_VALVE_DEVELOPMENT	0.240290334903858	0.35457288007209	-0.334433076315209	-1.20095679789783	1886	16	BMP2 JAG1 PITX2 GJA5 TBX5
GO_HEART_PROCESS	0.245336278841433	0.35457288007209	-0.264343558604451	-1.17506598967595	1998	32	TNNI3 TCAP TRDN TNNI1 SNTA1 CAV1 CSRP3 TTN NKX2-5 GJA5 KCNA5 MYH6
