pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.000106202209005947	0.000505390835579515	0.735445660948933	2.70905487286415	0	23	CDK1 MAD2L1 PCNA CDKN2C CCNA2 CDKN2D PTTG1 CCNB2 TTK DBF4 CDC25B CDKN1A PLK1 BUB1 CCNB1 CDC20 RB1 MCM5
GO_ARTERY_DEVELOPMENT	0.570125786163522	0.712657232704403	0.23935327201729	0.921076206840066	5438	27	LOXL1 APOE NOTCH3 HES1 ENG PDGFRB HEY1 LOX PRRX1 SMAD6 PLXND1 PRDM1 FOXC2 TBX2 FOXC1
GO_REGULATION_OF_HEART_CONTRACTION	0.000232018561484919	0.000505390835579515	-0.524003832842592	-2.90908451407973	0	65	HEY2 TNNI3K GJA5 MYH6 KCNH2 CXADR HOPX CTNNA3 BVES GJA1 CAV1 CORIN PKP2 ATP2A2 RNF207 RYR2 DSP SNTA1 TRDN MYL2 MYH7 CASQ2 MYL3 NKX2-5 SLC8A1 PLN DES CSRP3 TNNI3 HSPB7
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.000197005516154452	0.000505390835579515	-0.625796487131896	-2.95014880224078	0	35	MYH11 HEY2 TBX5 PROX1 MYH6 CXADR MEF2C BVES MYOCD FHOD3 LRRC10 MYLK3 NRG1 MYL2 NEXN FHL2 NKX2-5 TCAP SLC8A1 PDLIM5 ACTN2 SORBS2 NEBL CSRP3 TTN
GO_REGULATION_OF_HEART_RATE	0.000189609404626469	0.000505390835579515	-0.612028539733517	-2.81590168650318	0	32	KCNA5 KCNJ2 SCN5A HEY2 TNNI3K GJA5 MYH6 KCNH2 CTNNA3 BVES GJA1 CAV1 PKP2 ATP2A2 RYR2 DSP SNTA1 MYH7 CASQ2 SLC8A1 PLN
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.00858875042101718	0.0143145840350286	-0.493289211795054	-1.84948501157455	50	17	TBX3 HHEX HAND1 GJA5 MEF2C SOX17 GJA1 RYR2 SOX18 NKX2-5
GO_HEART_DEVELOPMENT	0.000305064063453325	0.000571995118974985	-0.425421623135934	-2.72821099447713	0	126	S1PR1 DLL4 MYH11 HHEX ADAMTS6 IRX4 ERBB4 HAND1 HEY2 ALPK3 GJA5 TBX5 PROX1 MYH6 CXADR HOPX XIRP1 MEF2C BVES MYOCD FHOD3 PAM SOX17 GJA1 LRRC10 RBM20 CLDN5 MYLK3 PKP2 NRG1 ANKRD1 RYR2 DSP SMYD1 MYL2 MYH7 NEXN FHL2 SOX18 FGF12 MYBPC3 MYL3 NKX2-5 MB TCAP SLC8A1 PDLIM5 ACTN2 SORBS2 NEBL PLN CSRP3 TNNI3 TTN TNNI1
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.0121972169730287	0.018295825459543	-0.456326039717805	-1.78079586170567	70	19	TBX3 DHRS3 HEY2 GJA5 MEF2C SOX17 CLDN5 SOX18 NKX2-5
GO_HEART_MORPHOGENESIS	0.000235849056603774	0.000505390835579515	-0.417679666026707	-2.33456402136491	0	67	TBX3 DHRS3 EFNA1 S1PR1 DLL4 HAND1 HEY2 GJA5 TBX5 PROX1 MYH6 MEF2C SOX17 GJA1 CLDN5 PKP2 NRG1 ANKRD1 RYR2 DSP MYL2 MYH7 FHL2 SOX18 MYBPC3 MYL3 NKX2-5 TCAP TNNI3 TTN TNNI1
GO_CARDIAC_CONDUCTION	0.000179018976011457	0.000505390835579515	-0.683592220635033	-2.84594608464192	0	23	ATP1A2 ATP1B1 HCN4 KCNK6 KCNA5 KCNJ2 SCN5A TNNI3K GJA5 KCNH2 CXADR CTNNA3 GJA1 CAV1 PKP2 RNF207 RYR2 DSP CASQ2 SLC8A1 PLN
GO_REGULATION_OF_HEART_GROWTH	0.0496655518394649	0.0677257525083612	-0.424704456884738	-1.55523440199359	296	16	AKAP6 ERBB4 HEY2 TBX5 PROX1 MYH6 MEF2C GJA1 NRG1 NKX2-5
GO_ARTERY_MORPHOGENESIS	0.853837046604241	0.853837046604241	0.190919678018862	0.693037432638754	7932	22	APOE NOTCH3 HES1 ENG PDGFRB HEY1 PRRX1 PRDM1 FOXC2 TBX2 FOXC1
GO_AORTA_DEVELOPMENT	0.666666666666667	0.769230769230769	0.25822185589506	0.839702592926422	5973	15	LOXL1 HES1 PDGFRB HEY1 LOX SMAD6 PLXND1 PRDM1 TBX2
GO_HEART_VALVE_DEVELOPMENT	0.836454849498328	0.853837046604241	-0.194199776261851	-0.711144345216645	5001	16	EFNA1 HEY2 GJA5 TBX5 MEF2C
GO_HEART_PROCESS	0.000189609404626469	0.000505390835579515	-0.746431559076763	-3.43428083758746	0	32	KCNA5 KCNJ2 SCN5A RAMP3 GJA5 MYH6 KCNH2 GJA1 CAV1 PKP2 RYR2 SNTA1 TRDN MYL2 MYH7 GPX1 CASQ2 FGF12 MYBPC3 MYL3 NKX2-5 TCAP SLC8A1 PLN CSRP3 TNNI3 TTN TNNI1
