pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.133864541832669	0.177074601844091	-0.303879406411498	-1.31356123818914	671	23	CDC25B CDKN2C TTK CDK1 PLK1 MAD2L1 CCNA2 CDC20 BUB1 CCNB1 CCNB2 PTTG1
GO_ARTERY_DEVELOPMENT	0.0185185185185185	0.0347222222222222	0.420285778851789	1.67306245775046	187	27	ENG LOXL1 APOE PDGFRB FOXC2 LOX FOXC1 HES1 NOTCH3 HEY1 TBX2 PLXND1 PTGER4 DLL4 PRRX1
GO_REGULATION_OF_HEART_CONTRACTION	0.000260348867482427	0.000781046602447279	-0.495838846519952	-2.91816135689329	0	65	SLC8A3 PKP2 CHRM2 RYR3 SEMA3A ITPR2 HCN4 CACNA1G KCNH2 SCN5A MYL3 BVES CAV1 DSP CASQ2 RNF207 RYR2 SNTA1 CORIN TRDN GJA5 SLC8A1 KCNA5 NKX2-5 DES PLN HSPB7 ATP2A2 TNNI3 MYH6 CSRP3
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.000219346347883308	0.000781046602447279	-0.613295519011119	-3.05005117950607	0	35	CCNB1 LRRC10 PROX1 FHOD3 FHL2 NEXN MYOCD BVES PITX2 MYLK3 SLC8A1 SORBS2 PDLIM5 NKX2-5 TBX5 ACTN2 TCAP NEBL MYH6 CSRP3 TTN
GO_REGULATION_OF_HEART_RATE	0.000215377988369589	0.000781046602447279	-0.568863593011311	-2.73905618883391	0	32	PKP2 SEMA3A HCN4 CACNA1G KCNH2 SCN5A BVES CAV1 DSP CASQ2 RYR2 SNTA1 GJA5 SLC8A1 KCNA5 PLN ATP2A2 MYH6
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.178036605657238	0.205426852681428	0.370303728071553	1.27850407339524	1711	17	ENG SOX17 SOX18 FOXC2 FOXC1 HES1
GO_HEART_DEVELOPMENT	0.000350631136044881	0.000876577840112202	-0.304309151448883	-2.08343435193887	0	126	HEG1 CCNB1 PKP2 LRRC10 PROX1 SOX11 FHOD3 FHL2 RBM20 NEXN ERBB4 SCN5A SMYD1 MYOCD MYL3 ANKRD1 BVES PITX2 DSP CRIP1 MYLK3 FGF12 RYR2 GJA5 COL2A1 SLC8A1 MYBPC3 SORBS2 PDLIM5 NKX2-5 TBX5 ACTN2 TCAP MB PLN NEBL PAM TNNI3 MYH6 CSRP3 TNNI1 TTN
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.580661681860084	0.622137516278662	0.253738345991583	0.908280882100132	5668	19	SOX17 SOX18 HEYL HES1 CLDN5 TBX2 PLXND1
GO_HEART_MORPHOGENESIS	0.01239124703401	0.0265526722157358	-0.259933796157553	-1.54578323523863	46	67	HEG1 PKP2 PROX1 SOX11 FHL2 MYL3 ANKRD1 PITX2 DSP RYR2 GJA5 COL2A1 MYBPC3 NKX2-5 TBX5 TCAP TNNI3 MYH6 TNNI1 TTN
GO_CARDIAC_CONDUCTION	0.000199203187250996	0.000781046602447279	-0.705361621753845	-3.04902426980329	0	23	CTNNA3 ATP1B1 CXADR TNNI3K PKP2 HCN4 CACNA1G KCNH2 SCN5A CAV1 DSP CASQ2 RNF207 RYR2 GJA5 SLC8A1 KCNA5 PLN
GO_REGULATION_OF_HEART_GROWTH	0.094024926686217	0.141037390029326	-0.369701529890687	-1.41701726595796	512	16	CDK1 AKAP6 FGF9 CCNB1 PROX1 ERBB4 NKX2-5 TBX5 MYH6
GO_ARTERY_MORPHOGENESIS	0.0499546782153288	0.0832577970255481	0.404475528173201	1.51493782667527	495	22	ENG APOE PDGFRB FOXC2 FOXC1 HES1 NOTCH3 HEY1 TBX2 PTGER4 DLL4 PRRX1
GO_AORTA_DEVELOPMENT	0.141659681475272	0.177074601844091	0.401968359795192	1.33908558873924	1351	15	LOXL1 PDGFRB LOX HES1 HEY1 TBX2 PLXND1 DLL4
GO_HEART_VALVE_DEVELOPMENT	0.659090909090909	0.659090909090909	-0.222779927343235	-0.853886116315408	3595	16	PITX2 GJA5 TBX5
GO_HEART_PROCESS	0.000215377988369589	0.000781046602447279	-0.731891697826319	-3.52403020533514	0	32	GPX1 PKP2 KCNH2 SCN5A MYL3 CAV1 CASQ2 FGF12 RYR2 SNTA1 TRDN GJA5 SLC8A1 MYBPC3 KCNA5 NKX2-5 TCAP PLN TNNI3 MYH6 CSRP3 TNNI1 TTN
