pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.198403133473938	0.270549727464461	0.303902580953205	1.23806281523497	1316	23	PCNA MCM5 MAD2L1 CDK1 CCND1 CDKN1A RB1
GO_ARTERY_DEVELOPMENT	0.724029886719691	0.775746307199669	-0.197941370516818	-0.812261160880033	6007	27	FOXC1 DLL4 FOXC2 HEY2 ADAMTS6 NRP1 JAG1 MYLK MYOCD PROX1 GJA5
GO_REGULATION_OF_HEART_CONTRACTION	0.000233290563396711	0.000512400081984013	-0.44782879062619	-2.33158371740338	1	65	SLC8A3 ABCC9 KCND3 KCNK6 ADORA1 KCNJ2 EDN1 ATP1A2 TBX2 CACNA1G CLIC2 MYL2 EPAS1 AGT ITPR2 SEMA3A CXADR AVPR1A HEY2 HCN4 CHRM2 CTNNA3 HOPX PDE4B TNNI3K SCN5A KCNH2 PKP2 BVES KCNA5 MYH7 MYL3 CORIN CASQ2 GJA5 MYH6 GJA1 SNTA1 DSP RNF207 RYR2 ATP2A2 TRDN NKX2-5 SLC8A1 DES PLN TNNI3 CAV1 HSPB7 CSRP3
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.000119317503877819	0.000447440639541821	-0.610626892193656	-2.70973401323978	0	35	BVES MYOCD PROX1 KDM6B LRRC10 TBX5 MYH6 MEF2C MYLK3 FHL2 NEXN NRG1 NKX2-5 ACTN2 SLC8A1 PDLIM5 CCNB1 SORBS2 NEBL CSRP3 TTN TCAP
GO_REGULATION_OF_HEART_RATE	0.000119189511323004	0.000447440639541821	-0.560924074050878	-2.41846261892896	0	32	EPAS1 AGT SEMA3A AVPR1A HEY2 HCN4 CTNNA3 TNNI3K SCN5A KCNH2 PKP2 BVES KCNA5 MYH7 CASQ2 GJA5 MYH6 GJA1 SNTA1 DSP RYR2 ATP2A2 SLC8A1 PLN CAV1
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.0132743362831858	0.0199115044247788	-0.486086838013353	-1.73270841627814	110	17	BMP2 TBX2 HAND1 HHEX FOXC1 FOXC2 TBX3 SOX18 GJA5 MEF2C GJA1 RYR2 NKX2-5 SOX17
GO_HEART_DEVELOPMENT	0.000112523911331158	0.000447440639541821	-0.413731528980522	-2.49471576053725	0	126	HHEX PDGFB PITX2 MSX2 AGT ALPK3 LEFTY1 FOXC1 CXADR DLL4 IRX4 FOXC2 HEY2 HEG1 TBX3 MYH11 DHRS3 COL2A1 NTRK3 ADAMTS6 NRP1 HOPX S1PR1 FLRT3 TMEM100 JAG1 SCN5A ERBB4 GATA2 FHOD3 CRIP1 EFNA1 PKP2 BVES XIRP1 MYOCD SOX11 PROX1 MYH7 KDM6B ANKRD1 SOX18 MYL3 LRRC10 ERG CALCRL GJA5 FGF12 TBX5 RBM20 MYH6 SMYD1 MEF2C GJA1 MYLK3 PAM DSP FHL2 MB RYR2 NEXN NRG1 MYBPC3 NKX2-5 CLDN5 ACTN2 SLC8A1 PDLIM5 CCNB1 PLN SORBS2 TNNI3 NEBL CSRP3 SOX17 TNNI1 TTN TCAP
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.00358037952022914	0.00671321160042965	-0.51614000143868	-1.90441387992735	29	19	PITX2 MSX2 HEY2 TBX3 DHRS3 JAG1 SOX11 SOX18 GJA5 MEF2C NKX2-5 CLDN5 SOX17
GO_HEART_MORPHOGENESIS	0.000232910213112845	0.000512400081984013	-0.408725330199924	-2.14124131233953	1	67	LEFTY1 FOXC1 DLL4 FOXC2 HEY2 HEG1 TBX3 DHRS3 COL2A1 S1PR1 TMEM100 JAG1 EFNA1 PKP2 SOX11 PROX1 MYH7 ANKRD1 SOX18 MYL3 ERG GJA5 TBX5 MYH6 MEF2C GJA1 DSP FHL2 RYR2 NRG1 MYBPC3 NKX2-5 CLDN5 TNNI3 SOX17 TNNI1 TTN TCAP
GO_CARDIAC_CONDUCTION	0.000239120038259206	0.000512400081984013	-0.55915659016441	-2.19395834221143	1	23	CXADR HCN4 CTNNA3 TNNI3K SCN5A KCNH2 PKP2 KCNA5 CASQ2 GJA5 GJA1 DSP RNF207 RYR2 SLC8A1 PLN CAV1
GO_REGULATION_OF_HEART_GROWTH	0.00647870425914817	0.0107978404319136	-0.526231935628013	-1.83744949458369	53	16	ERBB4 AKAP6 PROX1 TBX5 MYH6 MEF2C GJA1 NRG1 NKX2-5 CCNB1
GO_ARTERY_MORPHOGENESIS	0.490606420927467	0.566084331839385	-0.250968809604289	-0.971556072552546	4125	22	FOXC1 DLL4 FOXC2 HEY2 NRP1 JAG1 MYLK MYOCD PROX1 GJA5
GO_AORTA_DEVELOPMENT	0.876272607497904	0.876272607497904	-0.194604724341237	-0.66509077986991	7315	15	DLL4 HEY2 ADAMTS6 JAG1 MYLK PROX1
GO_HEART_VALVE_DEVELOPMENT	0.277864427114577	0.347330533893221	-0.331624743492227	-1.15793754819163	2315	16	HEY2 JAG1 EFNA1 ERG GJA5 TBX5 MEF2C
GO_HEART_PROCESS	0.000119189511323004	0.000447440639541821	-0.701024292261712	-3.02251431918806	0	32	KCNH2 PKP2 KCNA5 MYH7 MYL3 CASQ2 GJA5 FGF12 MYH6 RAMP3 GJA1 SNTA1 RYR2 TRDN MYBPC3 NKX2-5 SLC8A1 PLN TNNI3 CAV1 CSRP3 TNNI1 TTN TCAP
