pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.000155062800434176	0.00232594200651264	0.681998625555773	2.73882413613758	0	23	PTTG1 CCNB1 CCNB2 CDC20 MAD2L1 BUB1 CDC25B CCNA2 PLK1 CDKN2D TTK DBF4 CDKN2C CDK1 RB1
GO_ARTERY_DEVELOPMENT	0.0470135324311713	0.235067662155856	-0.376171695746895	-1.5232214285425	402	27	PLXND1 PRDM1 VEGFA HEY1 PTGER4 HEY2 FOXC1 FOXC2 LOX NOTCH3 PDGFRB ADAMTS6 ENG LOXL1 APOE
GO_REGULATION_OF_HEART_CONTRACTION	0.46003717472119	0.644572996310042	0.188682574782967	0.996659668787335	2969	65	DSP SNTA1 CAV1 NKX2-5 MYH6 KCNH2 HCN4 TNNI3 CXADR KCNA5 PKP2 HSPB7 BVES ATP2A2 IRX5 TNNI3K CASQ2
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.0146065651013036	0.109549238259777	0.369559721580744	1.6662835526676	92	35	CCNB1 NKX2-5 SORBS2 MYH6 TTN PROX1 CDK1 TBX5 ACTN2 CXADR PITX2 MYOCD BVES FHOD3 PDLIM5 TBX3
GO_REGULATION_OF_HEART_RATE	0.105205905205905	0.315617715617716	0.309602245504831	1.36791989661696	676	32	DSP SNTA1 CAV1 MYH6 KCNH2 HCN4 KCNA5 PKP2 BVES ATP2A2 IRX5 TNNI3K CASQ2
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.796527211280737	0.796527211280737	-0.213777210274755	-0.746923582497214	6834	17	FOXC2 RYR2 GJA1 ENG
GO_HEART_DEVELOPMENT	0.472686863960697	0.644572996310042	-0.169254739273728	-0.996648627737736	4040	126	GATA2 ERG OSR1 HOPX CYR61 ANKRD1 LEFTY1 TMEM100 CALCRL PLXND1 SHOX2 HTR2B ADAMTS1 MYLK3 PRDM1 ECE1 ADM VEGFA HEY1 APLNR AGTR2 LRRC10 HEY2 RBM20 DHRS3 EDN1 FOXC1 SEMA3C SLC8A1 KCNAB1 MYL2 AGT FOXC2 KCNJ8 HEYL RYR2 ID1 HAS2 PCNA LOX GJA1 RAMP2 PDGFRB ADAMTS6 FHL2 MYBPC3 SOX9 FGF12 ALDH1A2 ENG CPE PDLIM3 PLN GPC3 SNAI2 COL5A1 TCAP
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.735680751173709	0.788229376257545	0.207647477014056	0.787092372408606	4700	19	SOX11 NKX2-5 PITX2 TBX3 CLDN5 JAG1 MSX2
GO_HEART_MORPHOGENESIS	0.551993471671718	0.688221626770406	-0.183879239693346	-0.947669266575914	4734	67	HEYL RYR2 HAS2 GJA1 FHL2 MYBPC3 SOX9 ALDH1A2 ENG CPE SNAI2 COL5A1 TCAP
GO_CARDIAC_CONDUCTION	0.218948674213056	0.410528764149481	0.301434606588235	1.21052498502943	1411	23	DSP CAV1 KCNH2 HCN4 CXADR KCNA5 PKP2 TNNI3K CASQ2
GO_REGULATION_OF_HEART_GROWTH	0.0855211444741393	0.315617715617716	0.40706046115066	1.45885206259308	543	16	CCNB1 NKX2-5 MYH6 PROX1 CDK1 TBX5
GO_ARTERY_MORPHOGENESIS	0.157251019219569	0.35997335997336	-0.339683863805986	-1.29435964021284	1349	22	PRDM1 VEGFA HEY1 PTGER4 HEY2 FOXC1 FOXC2 NOTCH3 PDGFRB ENG APOE
GO_AORTA_DEVELOPMENT	0.361704598235021	0.602840997058368	-0.321090101634654	-1.07653974349607	3114	15	PLXND1 PRDM1 HEY1 HEY2 LOX PDGFRB ADAMTS6 LOXL1
GO_HEART_VALVE_DEVELOPMENT	0.596458743201018	0.688221626770406	-0.2619977728624	-0.899713194710858	5153	16	BMP2 MEF2C ERG CYR61 SHOX2 PRDM1 HEY1 HEY2 HEYL SOX9
GO_HEART_PROCESS	0.167987567987568	0.35997335997336	0.287553402833098	1.27050118914324	1080	32	SNTA1 CAV1 NKX2-5 TNNI1 MYH6 KCNH2 TTN TNNI3 KCNA5 PKP2 GPX1 CASQ2
