pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	8.87626486774365e-05	0.000922225637872733	-0.687087023727128	-2.39597712808569	0	23	MYC MCM5 GADD45B DBF4 CDKN2D TTK CDC25B PCNA BUB1 PLK1 CCNB2 CDKN2C CCNB1 CDC20 CCNA2 PTTG1 MAD2L1 CDK1
GO_ARTERY_DEVELOPMENT	0.0764197853964931	0.11462967809474	-0.391614020315482	-1.42206516144413	875	27	FOXC1 HEY1 PDGFRB SMAD6 MYLK APOE ENG NOTCH3 LOXL1 LOX JAG1 GJA5 HES1
GO_REGULATION_OF_HEART_CONTRACTION	0.000404040404040404	0.00101010101010101	0.467827733302617	2.61252344715352	0	65	MYL3 MYL2 MYH7 SLC8A1 PLN TNNI3 GJA1 HEY2 HSPB7 CSRP3 HOPX CASQ2 DES RYR2 ATP1B1 CTNNA3 PKP2 KCNJ2 RNF207 DSP SNTA1 TNNI3K NKX2-5 KCNK6
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.000307408545957578	0.000922225637872733	0.51649779707371	2.47285521405101	0	35	MYL2 FHL2 SLC8A1 HEY2 ACTN2 TTN CSRP3 SORBS2 NEBL PDLIM5 NEXN TCAP LRRC10 VEGFA NKX2-5 FHOD3 CXADR MYLK3 PROX1
GO_REGULATION_OF_HEART_RATE	0.000298775022408127	0.000922225637872733	0.478015002254557	2.23946084539881	0	32	MYH7 SLC8A1 PLN GJA1 HEY2 CASQ2 RYR2 CTNNA3 PKP2 KCNJ2 DSP SNTA1 TNNI3K
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.530774800868936	0.568687286645288	0.244699765330406	0.943188909939474	2198	17	GJA1 RYR2 HAND1 NKX2-5
GO_HEART_DEVELOPMENT	0.000699300699300699	0.0014985014985015	0.358270547298868	2.29886492148984	0	126	MYL3 MYL2 MYH7 FHL2 SLC8A1 PLN FGF12 TNNI3 TNNI1 GJA1 HEY2 ACTN2 SMYD1 TTN CSRP3 SORBS2 NEBL PDLIM5 HOPX NEXN MYBPC3 RYR2 TCAP PKP2 LRRC10 RBM20 ADAMTS6 ANKRD1 IRX4 DSP CRIP1 HAND1 XIRP1 VEGFA DHRS3 NKX2-5 FHOD3 NRP1 CXADR S1PR1 ALPK3 FLRT3 ERBB4 MYLK3 PROX1
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.884362440628425	0.884362440628425	-0.201814638987005	-0.669196422590825	9681	19	TBX2 PLXND1 SOX11 SEMA3C TBX3 HEYL PITX2 JAG1 GJA5 HES1
GO_HEART_MORPHOGENESIS	0.00124223602484472	0.00232919254658385	0.339253267561878	1.90908079083569	2	67	MYL3 MYL2 MYH7 FHL2 TNNI3 TNNI1 GJA1 HEY2 TTN MYBPC3 RYR2 TCAP PKP2 ANKRD1 DSP HAND1 VEGFA DHRS3
GO_CARDIAC_CONDUCTION	0.000267665952890792	0.000922225637872733	0.633805620165633	2.70478232720815	0	23	SLC8A1 PLN GJA1 CASQ2 RYR2 ATP1B1 CTNNA3 PKP2 KCNJ2 RNF207 DSP TNNI3K KCNK6 CXADR
GO_REGULATION_OF_HEART_GROWTH	0.349251801219287	0.402982847560716	-0.346479224207357	-1.09981810582679	3780	16	DUSP6 BASP1 TBX5 CCNB1 CDK1 MYH6
GO_ARTERY_MORPHOGENESIS	0.151078492795131	0.19355888093689	-0.377405070856407	-1.30053938693394	1687	22	FOXC1 HEY1 PDGFRB MYLK APOE ENG NOTCH3 JAG1 GJA5 HES1
GO_AORTA_DEVELOPMENT	0.154847104749512	0.19355888093689	-0.41785858409188	-1.30104928983391	1665	15	HEY1 PDGFRB SMAD6 MYLK LOXL1 LOX JAG1 HES1
GO_HEART_VALVE_DEVELOPMENT	0.0143173840753741	0.0238623067922902	-0.527863465286713	-1.67558039837723	154	16	SHOX2 HEYL HEY1 BMP2 SMAD6 PITX2 SOX9 CYR61 JAG1 GJA5 TBX5
GO_HEART_PROCESS	0.000298775022408127	0.000922225637872733	0.693373807803895	3.24839908052718	0	32	MYL3 MYL2 MYH7 SLC8A1 PLN FGF12 TNNI3 TNNI1 GJA1 TTN CSRP3 CASQ2 MYBPC3 RYR2 ATP1B1 TCAP PKP2 KCNJ2 SNTA1 NKX2-5
