pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.000206803846551546	0.000534860307072741	0.523904549539975	2.11984410502752	1	27	PCNA CDK1 MCM7 ORC6 MAD2L1 MCM4 MCM3 E2F1 MCM5 CDKN1A CCNA2
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.000508992195453003	0.000865286732270105	-0.626717378561303	-2.38626333766078	2	16	CACNA1C KCNJ2 SCN5A KCNQ1 CTNNA3 CACNB2 HCN4 GJA5 DSG2 KCNA5 JUP KCNH2 DSP PKP2
GO_ARTERY_DEVELOPMENT	0.139008842278429	0.168796451338092	0.313575935329359	1.31883439379898	1351	31	APOE NOTCH3 PDGFRB HEY1 PRDM1 HES1 ENG MYLK NRP1 TBX2 PLXND1 JAG1 BMP4
GO_REGULATION_OF_HEART_CONTRACTION	0.000251698968034231	0.000534860307072741	-0.423552172106122	-2.64149840368762	0	80	CACNB2 HCN4 GJA5 DSG2 KCNA5 HOPX TNNI3K ADM CHRM2 JUP STC1 MEF2A GJA1 CXADR KCNH2 BVES MYH6 ATP2A2 CORIN DSP MYL2 RNF207 MYH7 PKP2 TRDN SNTA1 RYR2 CASQ2 MYL3 SLC8A1 NKX2-5 PLN TNNI3 HSPB7 CSRP3 TNNT2 MYL4 DES
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.000201005025125628	0.000534860307072741	-0.558029616981781	-2.8877012541413	0	40	CCNB1 LRRC10 MYOCD TBX3 FHL2 MEF2A PROX1 NEXN CXADR BVES MYH6 TBX5 FHOD3 MYLK3 MYL2 PDLIM5 SLC8A1 TCAP NKX2-5 SORBS2 ACTN2 NEBL ACTC1 CSRP3 TTN
GO_REGULATION_OF_HEART_RATE	0.000199481348493916	0.000534860307072741	-0.496914692883387	-2.53039983858636	0	38	CAV3 AGTR2 CACNA1C KCNJ2 SCN5A KCNQ1 CTNNA3 CACNB2 HCN4 GJA5 DSG2 KCNA5 TNNI3K ADM JUP GJA1 KCNH2 BVES MYH6 ATP2A2 DSP MYH7 PKP2 SNTA1 RYR2 CASQ2 SLC8A1 PLN
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.165045170257123	0.187051192958073	-0.316310742347177	-1.28345569109984	949	19	HAND1 GJA5 TBX3 GJA1 HAND2 RYR2 SOX17 NKX2-5
GO_HEART_DEVELOPMENT	0.000343878954607978	0.000649549136481736	-0.349810948253238	-2.52462636088339	0	148	HAND1 ERBB3 GATA2 GJA5 DSG2 TMEM100 HOPX ERBB4 CLDN5 IRX4 S1PR1 SOX11 ADM LOX SFRP2 FZD1 CCNB1 LRRC10 MYOCD TBX3 FHL2 MEF2A SEMA3C PROX1 ADAMTS6 NEXN GJA1 CXADR ALPK3 CALCRL XIRP1 BVES MYH6 TBX5 DHRS3 FHOD3 RBM20 MYLK3 DSP MYL2 ANKRD1 PRICKLE1 PAM MYH7 OSR1 PKP2 HAND2 SMYD1 FGF12 RYR2 PDLIM5 MYL3 SOX17 SLC8A1 TCAP NKX2-5 MB MYBPC3 SORBS2 PLN ACTN2 TNNI3 NEBL ACTC1 CSRP3 TTN TNNI1 TNNC1 TNNT2
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0.000168067226890756	0.000534860307072741	-0.744678257561631	-2.77113290079155	0	15	MYH6 ATP2A2 MYL2 MYH7 RYR2 MYL3 SLC8A1 PLN CSRP3 MYL4
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.108481980342191	0.141861051216712	-0.308900051204587	-1.35884846778312	595	24	GJA5 CLDN5 SOX11 SFRP2 FZD1 TBX3 SEMA3C DHRS3 HAND2 SOX17 NKX2-5
GO_HEART_MORPHOGENESIS	0.000243842965130456	0.000534860307072741	-0.373034697013381	-2.2855728683084	0	74	GJA5 TMEM100 CLDN5 S1PR1 SOX11 SFRP2 FZD1 TBX3 FHL2 SEMA3C PROX1 GJA1 MYH6 TBX5 DHRS3 DSP MYL2 ANKRD1 MYH7 PKP2 HAND2 RYR2 MYL3 SOX17 TCAP NKX2-5 MYBPC3 TNNI3 ACTC1 TTN TNNI1 TNNC1 TNNT2
GO_CARDIAC_CONDUCTION	0.000194363459669582	0.000534860307072741	-0.520033557157055	-2.56125192345503	0	34	ATP1B2 CACNA1C KCNJ2 SCN5A KCNQ1 CTNNA3 CACNB2 HCN4 GJA5 DSG2 KCNA5 TNNI3K JUP MEF2A GJA1 CXADR KCNH2 DSP RNF207 PKP2 RYR2 CASQ2 SLC8A1 PLN
GO_REGULATION_OF_HEART_GROWTH	0.0780055594162613	0.110507875839704	-0.358082043455602	-1.45294602751533	448	19	CAV3 WT1 ACACB NRG1 FGFR2 FGF9 ERBB4 CCNB1 AKAP6 PROX1 GJA1 MYH6 TBX5 NKX2-5
GO_ARTERY_MORPHOGENESIS	0.0271350441733277	0.0419359773587792	0.415146379833392	1.62263175720797	257	24	APOE NOTCH3 PDGFRB HEY1 PRDM1 HES1 ENG MYLK NRP1 TBX2 JAG1 BMP4
GO_AORTA_DEVELOPMENT	0.208058849363197	0.221062527448397	0.357288535350614	1.23714826978283	1894	16	PDGFRB HEY1 PRDM1 HES1 MYLK TBX2 PLXND1 JAG1
GO_HEART_VALVE_DEVELOPMENT	0.402832674571805	0.402832674571805	0.30269869586023	1.04812534071801	3668	16	HEYL HEY1 PRDM1 MEF2C CYR61 JAG1
GO_HEART_PROCESS	0.00021079258010118	0.000534860307072741	-0.638642006747476	-3.40512144960901	0	45	GJA1 RAMP3 KCNH2 GPX1 MYH6 MYL2 MYH7 PKP2 TRDN SNTA1 FGF12 RYR2 CASQ2 MYL3 SLC8A1 TCAP NKX2-5 MYBPC3 PLN TNNI3 ACTC1 CSRP3 TTN TNNI1 TNNC1 TNNT2 MYL4
