pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.000105563179562968	0.000592251950947603	-0.668670834009599	-2.75128491656561	0	27	MCM3 CDKN1A MCM5 MCM4 BUB1 CDKN2D E2F1 MCM7 CDC25B PLK1 CDC20 ORC6 PCNA CDKN2C CCNB1 PTTG1 CCNB2 CCNA2 MAD2L1 CDK1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.000509943906170321	0.00108363080061193	0.640646801453131	2.41836886357455	2	16	KCNA5 GJA5 CAV1 KCNH2 DSG2 CACNA1C SCN5A DSP HCN4 JUP
GO_ARTERY_DEVELOPMENT	0.122819920151292	0.161471821302943	-0.31329987206135	-1.33977208173206	1168	31	PLXND1 HEY1 NRP1 BMP4 SMAD6 FOXC2 HES1 PRDM1 TBX2 LOX PDGFRB LOXL1 NOTCH3 ENG APOE HEY2 PRRX1
GO_REGULATION_OF_HEART_CONTRACTION	0.000209030100334448	0.000592251950947603	0.473088760734731	2.86020585631806	0	80	MYH6 ATP2A2 MYL4 CSRP3 KCNA5 TNNT2 GJA5 CORIN PLN DES TRDN CAV1 RYR2 NKX2-5 CASQ2 RNF207 HSPB7 GNAO1 BVES ATP1B2 KCNH2 ADORA1 ADM TNNI3 DSG2 CYP2J2 CACNA1C CHRM2 SNTA1 CACNA2D2 SCN5A SLC8A1 DSP HCN4 JUP KCNK3
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.00018723085564501	0.000592251950947603	0.469394322544787	2.38012643394916	0	40	MYH6 TTN CSRP3 NEBL ACTC1 TBX5 MYLK3 TCAP ACTN2 PDLIM5 NEXN NKX2-5 MYOCD BVES PROX1 MEF2C SLC8A1 SORBS2
GO_REGULATION_OF_HEART_RATE	0.00018698578908003	0.000592251950947603	0.518166425311947	2.58613202892159	0	38	MYH6 ATP2A2 KCNA5 GJA5 PLN CAV1 RYR2 CASQ2 BVES KCNH2 ADM DSG2 CACNA1C SNTA1 SCN5A SLC8A1 DSP HCN4 JUP TNNI3K EPAS1
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.218260869565217	0.24736231884058	0.302284552086194	1.20860622441538	1254	19	GJA5 RYR2 NKX2-5 HAND2 MEF2C SOX17
GO_HEART_DEVELOPMENT	0.0002465483234714	0.00059876021414483	0.315162500212304	2.17532628635382	0	148	MYH6 PAM ANKRD1 TTN CSRP3 NEBL TNNT2 COL2A1 ACTC1 GJA5 TBX5 MYLK3 TCAP TNNC1 PLN ACTN2 TNNI1 FGF12 MYBPC3 PDLIM5 NEXN MB RYR2 NKX2-5 MYOCD JAG1 EDNRA HAND2 BVES ERBB4 HEG1 ADM TNNI3 DSG2 CACNA1C RBM20 FGFR2 PROX1 SCN5A MEF2C SLC8A1 SORBS2 DSP NTRK3 SOX17 PRICKLE1
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0.0013465746507322	0.00254352989582749	0.578507547537783	2.1442723104439	7	15	MYH6 ATP2A2 MYL4 CSRP3 PLN CAV1 RYR2 ADM SLC8A1
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.304386432250044	0.323410584265672	0.25546706379462	1.10835232483684	1713	24	GJA5 NKX2-5 JAG1 HAND2 FGFR2 MEF2C SOX17
GO_HEART_MORPHOGENESIS	0.00206440957886045	0.00350949628406276	0.32425747473348	1.9174753389217	9	74	MYH6 ANKRD1 TTN TNNT2 COL2A1 ACTC1 GJA5 TBX5 TCAP TNNC1 TNNI1 MYBPC3 RYR2 NKX2-5 JAG1 HAND2 HEG1 TNNI3 FGFR2 PROX1 MEF2C DSP SOX17
GO_CARDIAC_CONDUCTION	0.000185082361650935	0.000592251950947603	0.529816392079715	2.56177240263563	0	34	KCNA5 GJA5 PLN CAV1 RYR2 CASQ2 RNF207 ATP1B2 KCNH2 DSG2 CACNA1C CACNA2D2 SCN5A SLC8A1 DSP HCN4 JUP KCNK3 TNNI3K
GO_REGULATION_OF_HEART_GROWTH	0.110608695652174	0.161471821302943	0.345469203978988	1.38126883226826	635	19	MYH6 TBX5 NKX2-5 ERBB4 FGFR2 PROX1 MEF2C FGF9 NRG1 ACACB AKAP6
GO_ARTERY_MORPHOGENESIS	0.207235086970441	0.24736231884058	-0.309165290161576	-1.22890294088267	1941	24	VEGFA HEY1 NRP1 BMP4 FOXC2 HES1 PRDM1 TBX2 PDGFRB NOTCH3 ENG APOE HEY2 PRRX1
GO_AORTA_DEVELOPMENT	0.123478451584604	0.161471821302943	-0.389984637318817	-1.36025172150583	1125	16	PLXND1 HEY1 SMAD6 HES1 PRDM1 TBX2 LOX PDGFRB LOXL1 HEY2
GO_HEART_VALVE_DEVELOPMENT	0.400985891551929	0.400985891551929	0.27323612420231	1.03143531455373	2358	16	GJA5 TBX5 JAG1 MEF2C
GO_HEART_PROCESS	0.0001906941266209	0.000592251950947603	0.605524809621312	3.17332833030898	0	45	MYH6 MYL4 TTN CSRP3 KCNA5 TNNT2 ACTC1 GJA5 TCAP TNNC1 PLN TRDN TNNI1 FGF12 CAV1 MYBPC3 RYR2 NKX2-5 CASQ2 NEDD4L GPX1 KCNH2 TNNI3 CACNA1C SNTA1 SCN5A SLC8A1
