pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.00839014158363922	0.0118860339101556	0.437443085439167	1.77240691506004	79	27	PCNA CDK1 MCM7 ORC6 MAD2L1 MCM3 MCM5 MCM4 E2F1 CCNA2 CDKN2C
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.001342957864697	0.00228302836998489	-0.574109469574368	-2.18638825906667	7	16	KCNJ2 KCNA5 KCNQ1 SCN5A CACNB2 HCN4 GJA5 CTNNA3 PKP2 KCNH2 CACNA1C DSP CAV1 JUP
GO_ARTERY_DEVELOPMENT	0.170569198553208	0.181229773462783	-0.260051472109457	-1.25027650222505	895	31	HEY1 FOXC2 MYLK PTGER4 PRICKLE1 VEGFA TBX2 APOE ADAMTS6 GJA5 FOXC1 PROX1 HEY2 HAND2 MYOCD
GO_REGULATION_OF_HEART_CONTRACTION	0.000255885363357216	0.000543756397134084	-0.463032399930337	-2.89144049964887	0	80	DES CACNB2 ATP1B2 TBX2 EPAS1 HCN4 TNNI3K GJA5 HOPX CTNNA3 NPPC PKP2 KCNH2 CXADR BVES HEY2 CACNA1C GJA1 DSP AGT RNF207 MYH6 MYL2 CAV1 CORIN RYR2 SNTA1 JUP ATP2A2 MYH7 TRDN MYL3 CASQ2 NKX2-5 PLN SLC8A1 TNNI3 CSRP3 HSPB7 MYL4 TNNT2
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.000201775625504439	0.000543756397134084	-0.639949417347991	-3.32453765934294	0	40	KDM6B CCNB1 FHOD3 PROX1 MEF2C CXADR BVES HEY2 LRRC10 MYOCD AGT NEXN MYH6 MYL2 TBX5 MYLK3 LMNA NRG1 FHL2 NKX2-5 PDLIM5 TCAP SORBS2 SLC8A1 ACTN2 CSRP3 ACTC1 NEBL TTN
GO_REGULATION_OF_HEART_RATE	0.000199640646835696	0.000543756397134084	-0.54155704207313	-2.77232942246419	0	38	CACNB2 EPAS1 HCN4 TNNI3K GJA5 CTNNA3 PKP2 KCNH2 BVES HEY2 CACNA1C GJA1 DSP AGT MYH6 CAV1 RYR2 SNTA1 JUP ATP2A2 MYH7 CASQ2 PLN SLC8A1
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.000172503018802829	0.000543756397134084	-0.616493919194618	-2.50743796963519	0	19	FOXC2 CTNNB1 TBX3 HAND1 TBX2 GJA5 FOXC1 SOX18 MEF2C GJA1 HHEX HAND2 RYR2 SOX17 NKX2-5
GO_HEART_DEVELOPMENT	0.000348796651552145	0.000658838119598496	-0.41725629723374	-2.9825441646508	0	148	CTNNB1 CYR61 SCN5A TBX3 MEF2A COL2A1 HAND1 IRX4 HTR2B GATA2 ERBB3 ERG PRICKLE1 VEGFA TBX2 ALPK3 ERBB4 ADAMTS6 KDM6B HEYL GJA5 FOXC1 S1PR1 HOPX CALCRL CCNB1 CRIP1 EFNA1 CLDN5 PKP2 FHOD3 SOX18 ID1 PROX1 MEF2C CXADR BVES TMEM100 HEY2 CACNA1C LRRC10 XIRP1 GJA1 HHEX HAND2 DSP MYOCD AGT LMO4 SOX11 NEXN MYH6 MYL2 RYR2 RBM20 TBX5 MYLK3 LMNA PAM SOX17 MYH7 NRG1 FGF12 ANKRD1 SMYD1 MYL3 FHL2 NKX2-5 PDLIM5 TCAP MB PLN SORBS2 SLC8A1 MYBPC3 ACTN2 TNNI3 CSRP3 ACTC1 NEBL TNNC1 TNNI1 TTN TNNT2
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0.000166057788110262	0.000543756397134084	-0.78927102577232	-2.9445587659233	0	15	MYH6 MYL2 CAV1 RYR2 ATP2A2 MYH7 MYL3 PLN SLC8A1 CSRP3 MYL4
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.0100250626566416	0.0131096973202236	-0.405861080306418	-1.7817682614639	55	24	FGFR2 MSX2 TBX3 VEGFA TBX2 HEYL GJA5 CLDN5 SOX18 MEF2C HEY2 HAND2 SOX11 SOX17 NKX2-5
GO_HEART_MORPHOGENESIS	0.000248385494287134	0.000543756397134084	-0.465289874529949	-2.85358845793488	0	74	COL11A1 FGFR2 HEY1 MSX2 FOXC2 CYR61 TBX3 COL2A1 HAND1 HTR2B ERG VEGFA TBX2 HEYL GJA5 FOXC1 S1PR1 EFNA1 CLDN5 PKP2 SOX18 PROX1 MEF2C TMEM100 HEY2 GJA1 HAND2 DSP SOX11 MYH6 MYL2 RYR2 TBX5 SOX17 MYH7 NRG1 ANKRD1 MYL3 FHL2 NKX2-5 TCAP MYBPC3 TNNI3 ACTC1 TNNC1 TNNI1 TTN TNNT2
GO_CARDIAC_CONDUCTION	0.000196502259775987	0.000543756397134084	-0.53035740484725	-2.61948656364794	0	34	SCN5A MEF2A CACNB2 ATP1B2 HCN4 TNNI3K GJA5 CTNNA3 PKP2 KCNH2 CXADR CACNA1C GJA1 DSP RNF207 CAV1 RYR2 JUP CASQ2 PLN SLC8A1
GO_REGULATION_OF_HEART_GROWTH	0.00483008452647921	0.00746467608637697	-0.471756178765964	-1.91875267252127	27	19	TBX2 ERBB4 CCNB1 PROX1 AKAP6 MEF2C HEY2 GJA1 MYH6 TBX5 NRG1 NKX2-5
GO_ARTERY_MORPHOGENESIS	0.0361618331543144	0.0439107974016674	-0.354194954446559	-1.5549491163998	201	24	HEY1 FOXC2 MYLK PTGER4 VEGFA TBX2 APOE GJA5 FOXC1 PROX1 HEY2 HAND2 MYOCD
GO_AORTA_DEVELOPMENT	0.923493642896628	0.923493642896628	0.173902823705041	0.602353052707607	8352	16	LOXL1 PRDM1 LOX
GO_HEART_VALVE_DEVELOPMENT	0.0606009736444519	0.0686811034637122	-0.398970082188746	-1.51940274398025	360	16	BMP2 HEY1 CYR61 ERG HEYL GJA5 EFNA1 MEF2C HEY2 TBX5
GO_HEART_PROCESS	0.000209819555182543	0.000543756397134084	-0.650188489095682	-3.50752731246408	0	45	PKP2 KCNH2 RAMP3 CACNA1C GJA1 MYH6 MYL2 CAV1 RYR2 SNTA1 MYH7 FGF12 TRDN MYL3 CASQ2 NKX2-5 TCAP PLN SLC8A1 MYBPC3 TNNI3 CSRP3 ACTC1 MYL4 TNNC1 TNNI1 TTN TNNT2
