pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.011053728368216	0.0549067419575633	-0.448788470463435	-1.72236995555803	121	27	GADD45G MCM5 E2F1 MCM4 MCM3 MCM7 GADD45A CDKN2D PCNA BUB1 PLK1 CDC25B CDKN2C ORC6 CDC20 CCNB1 CCNA2 MAD2L1 CCNB2 CDK1 PTTG1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.751611971898759	0.751611971898759	-0.234440878957841	-0.77375869984409	7809	16	DSG2 JUP CAV1 KCNQ1 KCNH2 KCNJ2 DSP CACNB2 CTNNA3 PKP2
GO_ARTERY_DEVELOPMENT	0.132829373650108	0.28226241900648	0.262268942198679	1.2940216997331	491	31	BMP4 ENG LOXL1 GJA5 FOXC1 LOX HES1 JAG1 FOXC2 HEY1 DLL4 APOE MYLK PDGFRB
GO_REGULATION_OF_HEART_CONTRACTION	0.0488282780782193	0.166016145465946	-0.290244946438996	-1.4234375036759	622	80	HBEGF ADRB2 CAV3 KCNQ1 CASQ1 KCNH2 ATP1A2 CXADR TRDN TNNI3K MEF2A AVPR1A BVES KCNJ2 DSP CACNB2 CTNNA3 IRX5 DES CASQ2 PKP2 NKX2-5 CSRP3 GJA1 ATP1A3 SNTA1 HOPX HEY2 PLN MYL4 ATP1B1 TNNI3 TNNT2 MYL3 SLC8A1 HSPB7 MYH7 MYL2
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.0129192334017796	0.0549067419575633	-0.395273000222318	-1.6737085401776	150	40	NEBL TCAP CCNB1 NKX2-5 PDLIM5 LRRC10 CSRP3 CDK1 ACTN2 HEY2 TTN ACTC1 SORBS2 SLC8A1 FHL2 MYL2
GO_REGULATION_OF_HEART_RATE	0.256958207669108	0.397117230034076	-0.280242249334885	-1.17210431917957	2981	38	TNNI3K AVPR1A BVES KCNJ2 DSP CACNB2 CTNNA3 IRX5 CASQ2 PKP2 GJA1 SNTA1 HEY2 PLN SLC8A1 MYH7
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.33852496564361	0.442686493533951	0.260615465420879	1.08290233925492	1477	19	SOX17 ENG GJA5 SOX18 FOXC1 HES1
GO_HEART_DEVELOPMENT	0.282351220938734	0.399997562996539	-0.207570478102572	-1.12103325930219	3861	148	HAND1 PKP2 CCNB1 NKX2-5 MB PDLIM5 LRRC10 CSRP3 GJA1 CDK1 ACTN2 HOPX SMYD1 HEY2 CRIP1 PLN ADAP2 TTN FZD1 ACTC1 IRX4 TNNI3 SORBS2 TNNT2 MYL3 SLC8A1 PRDM1 TNNC1 TNNI1 FHL2 MYH7 MYL2
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0.00526880671285004	0.0447848570592253	-0.566533813157906	-1.82579336927984	53	15	CSRP3 PLN MYL4 MYL3 SLC8A1 MYH7 MYL2
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.152173913043478	0.28743961352657	0.279664749159125	1.27316189060268	622	24	SOX17 GJA5 SOX18 HES1 JAG1 CLDN5 PITX2 HEYL SEMA3C JUN
GO_HEART_MORPHOGENESIS	0.432006961474567	0.524579881790546	-0.212342886590424	-1.02614847181611	5460	74	TCAP HAND1 PKP2 NKX2-5 GJA1 HEY2 TTN FZD1 ACTC1 TNNI3 TNNT2 MYL3 TNNC1 TNNI1 FHL2 MYH7 MYL2
GO_CARDIAC_CONDUCTION	0.0996762054782533	0.242070784732901	-0.338550130912703	-1.3775952830826	1138	34	CAV1 GJC1 ATP1B2 RYR2 KCNQ1 KCNH2 ATP1A2 CXADR TNNI3K MEF2A KCNJ2 DSP CACNB2 CTNNA3 CASQ2 PKP2 GJA1 ATP1A3 PLN ATP1B1 SLC8A1
GO_REGULATION_OF_HEART_GROWTH	0.627867619405792	0.667109345618654	-0.251257982468848	-0.873559040071556	6677	19	CCNB1 NKX2-5 GJA1 CDK1 HEY2
GO_ARTERY_MORPHOGENESIS	0.211773326819736	0.360014655593552	0.262221147173447	1.19375063355372	866	24	BMP4 ENG GJA5 FOXC1 HES1 JAG1 FOXC2 HEY1 DLL4 APOE MYLK PDGFRB HPGD
GO_AORTA_DEVELOPMENT	0.517458252006072	0.586452685606882	0.241405560058793	0.945523023140721	2385	16	LOXL1 LOX HES1 JAG1 HEY1 DLL4 MYLK PDGFRB
GO_HEART_VALVE_DEVELOPMENT	0.0965083495987855	0.242070784732901	0.358150081206308	1.40278106037744	444	16	CYR61 GJA5 TBX5 GATA3 JAG1 ERG PITX2 HEYL HEY1
GO_HEART_PROCESS	8.4537999830924e-05	0.00143714599712571	-0.497964011078926	-2.16168019777939	0	45	CACNB2 MYBPC3 FGF12 GPX1 TCAP CASQ2 PKP2 NKX2-5 CSRP3 GJA1 ATP1A3 SNTA1 PLN MYL4 ATP1B1 TTN ACTC1 TNNI3 TNNT2 MYL3 SLC8A1 TNNC1 TNNI1 MYH7 MYL2
