pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.00141018861272695	0.00679320679320679	0.447523652506837	2.06583810392494	7	27	PTTG1 CCNB1 CCNB2 CDC20 CDC25B BUB1 MAD2L1 PLK1 CDKN2D CCNA2
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.00134793597304128	0.00679320679320679	0.55270691989818	2.13135298645425	7	16	DSP CAV1 KCNH2 KCNA5 HCN4 DSG2 CTNNA3 JUP SCN5A PKP2
GO_ARTERY_DEVELOPMENT	0.00180390492359932	0.00679320679320679	-0.454159191341973	-1.99557050649714	16	31	FOXC1 FOXC2 VEGFA TBX2 PRRX1 ADAMTS6 LOX BMP4 HEY1 PLXND1 LOXL1 NOTCH3 ENG PDGFRB APOE
GO_REGULATION_OF_HEART_CONTRACTION	0.0023976023976024	0.00679320679320679	0.28642747258919	1.78610709598745	11	80	SNTA1 NKX2-5 MYL4 DSP TNNT2 CAV1 KCNH2 TNNI3 HSPB7 MYH6 MYL3 KCNA5 HCN4 DSG2 CXADR CTNNA3 ADRB2 JUP MYH7 IRX5 DES ATP2A2
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.00201575957485798	0.00679320679320679	0.376580363453782	1.95040346884706	10	40	CCNB1 LMNA NKX2-5 ACTN2 ACTC1 TTN PROX1 SORBS2 NEBL MYH6 CXADR TBX5 TBX3 PDLIM5 MYOCD
GO_REGULATION_OF_HEART_RATE	0.00421399780139245	0.0102339946605245	0.370456701818062	1.89139952995537	22	38	SNTA1 DSP CAV1 KCNH2 MYH6 KCNA5 HCN4 DSG2 CTNNA3 JUP MYH7 IRX5 ATP2A2 SCN5A PKP2 CASQ2
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.28288567493113	0.320603764921947	0.279939218999685	1.14250512683874	1642	19	NKX2-5 HAND2 CTNNB1 HAND1 SOX17 TBX3
GO_HEART_DEVELOPMENT	0.0227780259044216	0.0352024036704698	0.201672419557618	1.43488413208965	101	148	CCNB1 LMNA NKX2-5 TNNI1 TNNC1 DSP TNNT2 PAM HAND2 XIRP1 ACTN2 ACTC1 TTN PROX1 MB SORBS2 NEBL SOX11 TNNI3 MYH6 MYL3 COL2A1 CRIP1 CTNNB1 DSG2 CXADR HAND1 TBX5 SMYD1 MYH7 SOX17 TBX3 PDLIM5 IRX4 MSX2 SCN5A ANKRD1 PKP2 MYOCD FREM2 ALPK3
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0.00918810557968593	0.0173553105394068	0.495798488612188	1.86890660405947	54	15	MYL4 CAV1 MYH6 MYL3 ADRB2 MYH7 ATP2A2
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.659043296089386	0.676739825741701	0.192988894448194	0.853393921699949	3774	24	NKX2-5 HAND2 SOX11 SOX17 TBX3 MSX2
GO_HEART_MORPHOGENESIS	0.0430255402750491	0.0609528487229863	0.235581254385852	1.44474814317929	218	74	NKX2-5 TNNI1 TNNC1 DSP TNNT2 HAND2 ACTC1 TTN PROX1 SOX11 TNNI3 MYH6 MYL3 COL2A1 HAND1 TBX5 MYH7 SOX17 TBX3 MSX2 ANKRD1 PKP2
GO_CARDIAC_CONDUCTION	0.0658768623227428	0.0861466661143559	0.294556355780244	1.45816882004578	366	34	DSP CAV1 KCNH2 KCNA5 HCN4 DSG2 CXADR CTNNA3 JUP SCN5A PKP2 CASQ2 GJC1 TNNI3K
GO_REGULATION_OF_HEART_GROWTH	0.184228650137741	0.2237062180244	0.30780391529701	1.25622823605958	1069	19	CCNB1 NKX2-5 PROX1 MYH6 TBX5
GO_ARTERY_MORPHOGENESIS	0.0184386456760837	0.0313456976493422	-0.415779380942612	-1.68972463918624	170	24	FOXC1 FOXC2 VEGFA TBX2 PRRX1 BMP4 HEY1 NOTCH3 ENG PDGFRB APOE
GO_AORTA_DEVELOPMENT	0.00694827396051616	0.0147650821660968	-0.513175016463691	-1.82589815477943	62	16	TBX2 ADAMTS6 LOX HEY1 PLXND1 LOXL1 PDGFRB
GO_HEART_VALVE_DEVELOPMENT	0.676739825741701	0.676739825741701	-0.235313723141272	-0.837256060980372	6135	16	CYR61 HEY1 HEYL
GO_HEART_PROCESS	0.000559075661572866	0.00679320679320679	0.417562920233822	2.23277848412993	2	45	SNTA1 NKX2-5 TNNI1 MYL4 TNNC1 TNNT2 ACTC1 CAV1 TTN KCNH2 TNNI3 MYH6 MYL3 KCNA5 MYH7 GPX1 SCN5A PKP2 CASQ2
