pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.478967741935484	0.581603686635945	0.199330783938815	0.978135812432403	1855	27	CCND1 MYC GADD45B CDKN1A TGFB1 E2F1 MCM3 MCM5 MCM7 ORC6 PCNA MCM4 GADD45G CDKN2D CDC25B GADD45A BUB1 CDC20 PTTG1 RB1 CCNB1 CDKN2C CCNB2 MAD2L1 PLK1 CDK1 CCNA2
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.000285714285714286	0.000607142857142857	-0.620086647092345	-2.1236272523693	2	16	KCNQ1 CTNNA3 KCNJ2 DSG2 SCN5A CACNB2 PKP2 CACNA1C HCN4 CAV1 KCNH2 DSP KCNA5 GJA5
GO_ARTERY_DEVELOPMENT	0.0427909512128645	0.0727446170618697	0.295193532478583	1.51829104641808	156	31	ENG LOXL1 LOX BMP4 HES1 NOTCH3 PDGFRB FOXC1 APOE PRRX1 FOXC2 TBX2 PLXND1 SMAD6 HEY1
GO_REGULATION_OF_HEART_CONTRACTION	7.8064012490242e-05	0.000273092369477912	-0.480389578861309	-2.47193188081723	0	80	CTNNA3 KCNJ2 CASQ1 DSG2 CXADR CACNA2D2 GJA1 ATP1B2 SCN5A CYP2J2 ATP1B1 GNAO1 MYL2 CACNB2 HOPX MYH7 PKP2 CACNA1C TNNI3K HCN4 CAV1 CHRM2 ADORA1 MEF2A KCNH2 DSP MYL3 KCNA5 SNTA1 BVES GJA5 RNF207 TRDN RYR2 NKX2-5 CORIN CASQ2 DES HSPB7 MYH6 TNNI3 SLC8A1 PLN TNNT2 MYL4 ATP2A2 CSRP3
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	8.56237691583184e-05	0.000273092369477912	-0.551178018758325	-2.43654491444085	0	40	VEGFA CXADR PITX2 LRRC10 CDK1 MYL2 FHOD3 MEF2A PROX1 FHL2 TBX5 NEXN MYOCD BVES NKX2-5 MYLK3 SORBS2 MYH6 TCAP ACTN2 SLC8A1 PDLIM5 NEBL TTN ACTC1 CSRP3
GO_REGULATION_OF_HEART_RATE	0.000171777033410633	0.000417172795425823	-0.522019306130366	-2.27990917234364	1	38	KCNQ1 CTNNA3 KCNJ2 DSG2 GJA1 SCN5A CACNB2 MYH7 PKP2 CACNA1C TNNI3K HCN4 CAV1 KCNH2 DSP KCNA5 SNTA1 BVES GJA5 RYR2 CASQ2 MYH6 SLC8A1 PLN ATP2A2
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.540111940298508	0.612126865671642	0.216530376955554	0.935312803117761	2315	19	ENG SOX17 HES1 FOXC1 FOXC2 TBX2 SOX18
GO_HEART_DEVELOPMENT	7.29181857955374e-05	0.000273092369477912	-0.331095505608714	-1.89194775413434	0	148	PITX2 GJA1 LRRC10 DHRS3 SCN5A NDRG4 S1PR1 XIRP1 CDK1 ADAP2 ADAMTS6 OXTR MYL2 PRICKLE1 HOPX MYH7 ALPK3 PKP2 HAND2 CACNA1C FHOD3 ERBB4 FREM2 MEF2A PROX1 DSP MYL3 FHL2 CRIP1 TBX5 RBM20 NEXN MYOCD BVES GJA5 SMYD1 COL2A1 RYR2 NKX2-5 MYLK3 FGF12 SORBS2 ANKRD1 MB PAM MYH6 TCAP TNNI3 ACTN2 SLC8A1 MYBPC3 PDLIM5 PLN TNNI1 TNNC1 TNNT2 NEBL TTN ACTC1 CSRP3
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	9.63855421686747e-05	0.000273092369477912	-0.70150125838624	-2.35288507733521	0	15	MYL2 MYH7 CAV1 MYL3 RYR2 MYH6 SLC8A1 PLN MYL4 ATP2A2 CSRP3
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.666666666666667	0.708333333333333	0.182182389692042	0.861326864071124	2701	24	SOX17 HES1 JUN HEYL TBX2 SOX18 SEMA3C CLDN5 PLXND1
GO_HEART_MORPHOGENESIS	0.00847122159765656	0.0160011963511291	-0.327032585598167	-1.65585257000875	106	74	PROX1 DSP MYL3 FHL2 TBX5 GJA5 COL2A1 RYR2 NKX2-5 ANKRD1 MYH6 TCAP TNNI3 MYBPC3 TNNI1 TNNC1 TNNT2 TTN ACTC1
GO_CARDIAC_CONDUCTION	8.71991628880363e-05	0.000273092369477912	-0.570981811117504	-2.42426022663149	0	34	JUP KCNK3 GJC1 KCNQ1 CTNNA3 KCNJ2 DSG2 CXADR CACNA2D2 GJA1 ATP1B2 SCN5A ATP1B1 CACNB2 PKP2 CACNA1C TNNI3K HCN4 CAV1 MEF2A KCNH2 DSP KCNA5 GJA5 RNF207 RYR2 CASQ2 SLC8A1 PLN
GO_REGULATION_OF_HEART_GROWTH	0.156136257582828	0.221193031575673	-0.363197874362749	-1.31088313595253	1672	19	CAV3 MEF2C CCNB1 ACACB GJA1 CDK1 AKAP6 ERBB4 FGF9 PROX1 TBX5 NKX2-5 MYH6
GO_ARTERY_MORPHOGENESIS	0.0609425117197138	0.0941838817486486	0.309624367471479	1.46385051774224	246	24	ENG BMP4 HES1 NOTCH3 PDGFRB FOXC1 APOE PRRX1 FOXC2 TBX2
GO_AORTA_DEVELOPMENT	0.200532978014657	0.262235432788397	0.303967850294843	1.22839253683898	902	16	LOXL1 LOX HES1 PDGFRB TBX2 PLXND1 SMAD6 HEY1 DLL4 MYLK
GO_HEART_VALVE_DEVELOPMENT	0.96952380952381	0.96952380952381	-0.152930479886374	-0.523745086799546	10179	16	TBX5 GJA5
