pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	9.69932104752667e-05	0.000707095915481241	0.628413789748867	2.38542536496084	0	27	CDC20 CCNB1 PTTG1 PLK1 CCNB2 CCNA2 CDK1 CDKN2C CDC25B MAD2L1 BUB1 CDKN2D
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.00112359550561798	0.00191011235955056	-0.59569353393476	-2.22194165999248	5	16	SCN5A KCNQ1 HCN4 KCNJ2 CTNNA3 GJA5 CACNA1C KCNA5 JUP CACNB2 KCNH2 DSP PKP2
GO_ARTERY_DEVELOPMENT	0.328126497364638	0.429088496553758	0.283378048243369	1.1123564873206	3423	31	LOX PRDM1 NOTCH3 HES1 PDGFRB TBX2 LOXL1 APOE FOXC2 PLXND1 SMAD6 HEY1 BMP4 ENG
GO_REGULATION_OF_HEART_CONTRACTION	0.000332778702163062	0.000707154742096506	-0.470257091987694	-2.86461853052432	0	80	CACNG8 NPPC EDN1 ADORA1 CASQ1 GNAO1 CYP2J2 SCN5A KCNQ1 HCN4 ATP1B2 ATP1A2 CHRM2 HEY2 KCNJ2 CTNNA3 TNNI3K GJA5 CACNA1C KCNA5 JUP CACNB2 HOPX GJA1 KCNH2 NPR1 MEF2A CXADR MYH6 ATP2A2 DSP CORIN BVES RYR2 MYL2 ATP1B1 SNTA1 PKP2 RNF207 MYH7 TRDN MYL3 CASQ2 NKX2-5 SLC8A1 PLN TNNI3 DES CSRP3 HSPB7 MYL4 TNNT2
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.000236294896030246	0.000707095915481241	-0.527192767369684	-2.68479667389846	0	40	NRG1 LRRC10 TBX5 PROX1 MEF2A CXADR MYH6 FHOD3 MYOCD BVES MYLK3 MYL2 FHL2 NKX2-5 TCAP SORBS2 SLC8A1 ACTN2 PDLIM5 NEXN NEBL CSRP3 ACTC1 TTN
GO_REGULATION_OF_HEART_RATE	0.000231857175979597	0.000707095915481241	-0.530626494141996	-2.6599420353145	0	38	SCN5A KCNQ1 HCN4 HEY2 KCNJ2 CTNNA3 TNNI3K GJA5 CACNA1C KCNA5 JUP CACNB2 GJA1 KCNH2 MYH6 ATP2A2 DSP BVES RYR2 SNTA1 PKP2 MYH7 CASQ2 SLC8A1 PLN
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.0562971561230412	0.0870046958265182	-0.382230550026411	-1.51905251024269	290	19	HAND2 HAND1 HHEX GJA5 GJA1 NDRG4 SOX17 SOX18 RYR2 NKX2-5
GO_HEART_DEVELOPMENT	0.000516795865633075	0.00097616996841803	-0.350617401449475	-2.42835723050342	0	148	ERG HAND2 CRIP1 HAND1 ERBB3 ADAM15 HHEX CALCRL ERBB4 EFNA1 GJA5 CACNA1C ECE1 NRG1 S1PR1 LRRC10 TBX5 HOPX GJA1 ALPK3 NDRG4 PROX1 SOX17 MEF2A XIRP1 CXADR MYH6 DSP FHOD3 RBM20 SOX18 MYOCD BVES RYR2 RAMP2 PAM MYLK3 MYL2 ANKRD1 SMYD1 PKP2 MYH7 TMEM100 MYL3 FGF12 FHL2 NKX2-5 TCAP SORBS2 MB SLC8A1 ACTN2 MYBPC3 PDLIM5 PCNA PLN NEXN TNNI3 NEBL CSRP3 ACTC1 TTN TNNT2 TNNI1 TNNC1
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0.000183621006243114	0.000707095915481241	-0.763967077372579	-2.78932286121026	0	15	MYH6 ATP2A2 RYR2 MYL2 MYH7 MYL3 SLC8A1 PLN CSRP3 MYL4
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.996844181459566	0.996844181459566	0.112956084093804	0.415551944871106	10107	24	SOX11 HES1 TBX2 HEYL JUN PLXND1
