pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.000108073057386793	0.0012372634643377	-0.56224388824929	-2.39857809163896	0	27	MCM5 E2F1 CDKN2D MYC CDKN1A PCNA PLK1 CDC25B MCM7 BUB1 CCNB1 CDC20 CCNB2 PTTG1 CDKN2C CCNA2 CDK1 MAD2L1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.966384683882458	0.966384683882458	-0.148335196791363	-0.534216368805561	8681	16	KCNH2 GJA5 CACNA1C CTNNA3 KCNJ2 SCN5A
GO_ARTERY_DEVELOPMENT	0.377836411609499	0.458801356954391	0.217001929853692	1.0534161411405	2147	31	JAG1 PRRX1 NRP1 BMP4 SMAD6 HAND2 MYLK FOXC1 PRICKLE1 RAPGEF3 MYOCD PLXND1
GO_REGULATION_OF_HEART_CONTRACTION	0.000588697017268446	0.00161420500403551	0.32569893704621	2.07189855238253	2	80	MYH6 DES ATP2A2 PLN SLC8A1 MYL4 TNNT2 CSRP3 TRDN GNAO1 RNF207 CACNA2D2 CHRM2 TNNI3 ATP1B2 CASQ2 HCN4 TNNI3K ADM ADORA1 HSPB7 GJC1 RYR2 ATP1A2 BVES
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.000361663652802893	0.0012372634643377	0.432249050765245	2.27120724138361	1	40	MYH6 TBX3 BMP2 SLC8A1 ACTC1 MYH11 CSRP3 MEF2C TBX5 TTN NEBL NEXN TCAP SORBS2
GO_REGULATION_OF_HEART_RATE	0.0349574352472378	0.0594276399203043	0.301458630571455	1.55719639344021	192	38	MYH6 ATP2A2 PLN SLC8A1 CASQ2 HCN4 TNNI3K ADM RYR2 BVES DSG2 JUP AGT KCNQ1 UTS2 SNTA1
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.136736087401844	0.193709457152612	0.321827920959171	1.32981993959588	800	19	TBX3 BMP2 MEF2C HAND2 NDRG4 RYR2 FOXC1 SOX17
GO_HEART_DEVELOPMENT	0.000223015165031222	0.0012372634643377	0.301312555948235	2.19366918031402	0	148	SHOX2 MYH6 TBX3 PLN BMP2 SLC8A1 TNNT2 ACTC1 MYH11 CSRP3 MB MEF2C TNNI1 TBX5 TTN FREM2 NEBL JAG1 NEXN TNNC1 TNNI3 CPE TCAP NRP1 ID2 EFNA1 BMP4 SORBS2 SMAD6 ADM HAND2 MYBPC3 RPS6KA2 FGFR2 PDLIM5 GJC1 NDRG4 CALCRL COL11A1 RYR2 FOXC1 PDLIM3 BVES DHRS3 PRICKLE1 MSX2 TMEM100 PAM HEG1 PDGFB NRG1 SOX17 DSG2 ID1 MYOCD AGT PLXND1 ALPK3
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0.00181818181818182	0.00386363636363636	0.555514656740981	2.10902865912782	10	15	MYH6 ATP2A2 PLN SLC8A1 MYL4 CSRP3 ADM RYR2 ATP1A2 ADRB2
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.11148115687993	0.172289060632619	0.309538039173011	1.37643240939643	635	24	TBX3 MEF2C JAG1 HAND2 FGFR2 DHRS3 MSX2 SOX17 PLXND1 SOX18 JUN FZD1 SOX11 SFRP2 PITX2
GO_HEART_MORPHOGENESIS	0.000194174757281553	0.0012372634643377	0.374348781651516	2.3307555150709	0	74	SHOX2 MYH6 TBX3 BMP2 TNNT2 ACTC1 MEF2C TNNI1 TBX5 TTN JAG1 TNNC1 TNNI3 CPE TCAP ID2 EFNA1 BMP4 HAND2 MYBPC3 FGFR2 NDRG4 COL11A1 RYR2 FOXC1 DHRS3 MSX2 TMEM100 HEG1 NRG1 SOX17
GO_CARDIAC_CONDUCTION	0.0249821556031406	0.0471885161392656	0.324247794890622	1.6205348871696	139	34	PLN SLC8A1 RNF207 CACNA2D2 ATP1B2 CASQ2 HCN4 TNNI3K GJC1 RYR2 ATP1A2 DSG2 JUP KCNQ1 CXADR CAV1
GO_REGULATION_OF_HEART_GROWTH	0.336286089238845	0.439758732081567	-0.288363656236738	-1.10067964417936	3074	19	TBX2 CCNB1 NKX2-5 HEY2 CDK1 GJA1
GO_ARTERY_MORPHOGENESIS	0.527782646801052	0.598153666374525	0.211897988045256	0.942253362496643	3010	24	JAG1 PRRX1 NRP1 BMP4 HAND2 MYLK FOXC1
GO_AORTA_DEVELOPMENT	0.61353517364203	0.651881121994657	-0.243756055231324	-0.877866329211135	5511	16	HES1 PRDM1 ADAMTS6 LOXL1 LOX TBX2 PDGFRB HEY2
GO_HEART_VALVE_DEVELOPMENT	0.000664672648720505	0.00161420500403551	0.555200722227911	2.15787972970336	3	16	SHOX2 BMP2 MEF2C TBX5 JAG1 EFNA1 SMAD6
GO_HEART_PROCESS	0.000363901018922853	0.0012372634643377	0.426662610513361	2.32319005812409	1	45	MYH6 PLN SLC8A1 MYL4 TNNT2 ACTC1 CSRP3 TRDN TNNI1 TTN TNNC1 TNNI3 CASQ2 TCAP MYBPC3 GPX1 RPS6KA2 GJC1 RYR2 ATP1A2
