pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.0429246251797084	0.0582398861785574	-0.390642900445238	-1.52418148938289	417	27	MCM5 E2F1 GADD45A CCNA2 CDK1 CDC20 CDKN2C CDC25B PLK1 MCM4 RB1 CCNB2 BUB1 CCNB1 MCM7 TGFB1 CDKN1A GADD45B CCND1 MYC
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.0295418361931718	0.050221121528392	0.452553901743891	1.66747347347297	166	16	CAV1 KCNA5 PKP2 GJA5 KCNH2 KCNQ1 DSP CACNB2 SCN5A HCN4 CACNA1C CTNNA3
GO_ARTERY_DEVELOPMENT	0.00151729718794254	0.00515881043900465	-0.477945493131045	-1.93517192735454	14	31	FOXC1 HPGD PLXND1 HEY1 TBX2 SMAD6 NOTCH3 FOXC2 PRRX1 LOX BMP4 LOXL1 APOE PDGFRB HES1 ENG
GO_REGULATION_OF_HEART_CONTRACTION	0.000249937515621095	0.00141631258851954	0.364157805384602	2.12730180546015	0	80	PLN MYL4 TNNT2 CSRP3 DES HSPB7 TNNI3 NKX2-5 MYH6 MYL3 TRDN CASQ2 CAV1 SNTA1 KCNA5 CORIN SLC8A1 PKP2 GJA5 KCNH2 GJA1 ATP2A2 AVPR1A CASQ1 MYL2 TNNI3K HOPX CYP2J2 RYR2 KCNQ1 DSP BVES RNF207 CXADR ADORA1 MYH7 GNAO1 ADRB2 CACNB2 SCN5A MEF2A APLN
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.000820849579314591	0.00348861071208701	0.417022327845969	2.04718619360135	3	40	ACTC1 CSRP3 NKX2-5 TCAP NEBL PDLIM5 MYH6 ACTN2 TBX5 MYLK3 FHL2 SORBS2 NEXN TTN SLC8A1 LRRC10 PITX2 MYL2 PROX1 MYOCD FHOD3 BVES CXADR
GO_REGULATION_OF_HEART_RATE	0.00365185636031649	0.0103469263542301	0.378037893882889	1.82900635040398	17	38	PLN MYH6 CASQ2 CAV1 SNTA1 KCNA5 SLC8A1 PKP2 GJA5 KCNH2 GJA1 ATP2A2 AVPR1A TNNI3K RYR2 KCNQ1 DSP BVES MYH7 CACNB2 SCN5A
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.172355310578758	0.209288591417063	-0.361819601048105	-1.27581686875454	1625	19	HHEX TBX3 SOX18 FOXC1 CTNNB1 SOX17 TBX2 FOXC2 HES1 ENG
GO_HEART_DEVELOPMENT	0.00952966492468491	0.0180004781910715	0.223028310096102	1.47687186133453	30	148	PLN ACTC1 TNNC1 TNNT2 CSRP3 TNNI1 TNNI3 FGF12 MB ANKRD1 NKX2-5 TCAP NEBL PDLIM5 MYH6 MYL3 ACTN2 CRIP1 MYBPC3 PAM TBX5 SMYD1 PRDM1 DHRS3
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0.000176304654442877	0.00141631258851954	0.64646816182464	2.32484746035993	0	15	PLN MYL4 CSRP3 MYH6 MYL3 CAV1 SLC8A1 ATP2A2 MYL2 RYR2 MYH7 ADRB2 APLN
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.307628437986508	0.348645563051375	-0.297346223740494	-1.12318086428089	2963	24	VEGFA JAG1 CLDN5 TBX3 SOX18 PLXND1 FZD1 SOX17 TBX2 HEYL HES1 JUN
GO_HEART_MORPHOGENESIS	0.0445363835483086	0.0582398861785574	0.244558935537362	1.40583166364217	182	74	ACTC1 TNNC1 TNNT2 TNNI1 TNNI3 ANKRD1 NKX2-5 TCAP MYH6 MYL3 MYBPC3 TBX5 DHRS3
GO_CARDIAC_CONDUCTION	0.00595001983339945	0.0144500481668272	0.376827728936052	1.7720918421955	29	34	PLN CASQ2 CAV1 KCNA5 SLC8A1 PKP2 GJA5 KCNH2 GJA1 TNNI3K RYR2 KCNQ1 DSP RNF207 CXADR CACNB2 SCN5A MEF2A
GO_REGULATION_OF_HEART_GROWTH	0.504130747126437	0.504130747126437	0.244933616979566	0.957825329620529	2806	19	NKX2-5 MYH6 TBX5
GO_ARTERY_MORPHOGENESIS	0.00736896730669434	0.0156590555267255	-0.470011419986964	-1.77539780489553	70	24	HEY1 TBX2 NOTCH3 FOXC2 PRRX1 BMP4 APOE PDGFRB HES1 ENG
GO_AORTA_DEVELOPMENT	0.0340143330837523	0.0525676056748899	-0.480312008260487	-1.6051960835888	317	16	HEY1 TBX2 SMAD6 LOX LOXL1 PDGFRB HES1
GO_HEART_VALVE_DEVELOPMENT	0.401540271686811	0.426636538667237	-0.314072473941189	-1.04962586082176	3753	16	SHOX2 JAG1 BMP2 ERG GATA3 HEY1 SMAD6 HEYL CYR61
GO_HEART_PROCESS	0.000213401621852326	0.00141631258851954	0.633334229287853	3.20266451617412	0	45	PLN MYL4 ACTC1 TNNC1 TNNT2 CSRP3 TNNI1 TNNI3 FGF12 NKX2-5 TCAP MYH6 MYL3 TRDN GPX1 MYBPC3 CASQ2 CAV1 SNTA1 KCNA5 TTN SLC8A1 PKP2 GJA5 KCNH2 GJA1
