pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_CELL_CYCLE	0.0133095499451153	0.0188551957555799	0.397537165027155	1.73526294631439	96	27	MCM5 PCNA MCM3 MCM7 MCM4 E2F1 CCND1 ORC6
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.00435674013326499	0.00740645822655049	-0.508316428610357	-1.85452641932736	33	16	CACNA1C SCN5A KCNJ2 KCNQ1 HCN4 CACNB2 GJA5 CTNNA3 KCNA5 DSG2 KCNH2 PKP2 DSP CAV1
GO_ARTERY_DEVELOPMENT	0.206824421493006	0.219750947836318	-0.267004019970338	-1.21423627214237	1581	31	PDGFRB SMAD6 LOX FOXC1 LOXL1 ADAMTS6 GJA5 PRRX1 NOTCH3 MYLK PRICKLE1 HEY2 PROX1 NRP1 HAND2 JAG1 MYOCD
GO_REGULATION_OF_HEART_CONTRACTION	0.000133707714935152	0.000333824251350024	-0.401223158198378	-2.34952217662499	0	80	ABCC9 TNNI3K CACNB2 GJA5 KCNK6 GJA1 MEF2A CTNNA3 KCNA5 ADM DSG2 HEY2 CXADR KCNH2 RNF207 MYL2 BVES PKP2 CORIN MYH7 MYH6 DSP MYL3 SNTA1 RYR2 TRDN CASQ2 ATP2A2 AGT NKX2-5 SLC8A1 DES PLN TNNI3 CSRP3 HSPB7 TNNT2 MYL4 CAV1
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.000131388779398239	0.000333824251350024	-0.649741228168138	-3.181419514171	0	40	MEF2A MEF2C LRRC10 TBX3 NRG1 HEY2 CXADR PROX1 TBX5 MYL2 FHOD3 BVES MYLK3 MYOCD MYH6 LMNA FHL2 AGT TCAP NKX2-5 NEXN PDLIM5 SLC8A1 ACTN2 CCNB1 NEBL CSRP3 TTN ACTC1 SORBS2
GO_REGULATION_OF_HEART_RATE	0.000131406044678055	0.000333824251350024	-0.493832747934818	-2.38510954354913	0	38	TNNI3K CACNB2 GJA5 GJA1 CTNNA3 KCNA5 ADM DSG2 HEY2 KCNH2 BVES PKP2 MYH7 MYH6 DSP SNTA1 RYR2 CASQ2 ATP2A2 AGT SLC8A1 PLN CAV1
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.103200102814548	0.13495398060364	-0.357035847441114	-1.38709740649698	802	19	FOXC1 GJA5 GJA1 MEF2C TBX3 CTNNB1 HAND2 RYR2 SOX17 NKX2-5
GO_HEART_DEVELOPMENT	0.00013745704467354	0.000333824251350024	-0.376839240408797	-2.52790767732973	0	148	SFRP2 HOPX CYR61 COL2A1 GATA2 CLDN5 PDGFRB EDNRA HAND1 MSX2 FGFR2 SMAD6 CDK1 LOX GATA3 SEMA3C TMEM100 FOXC1 IRX4 ALPK3 FZD1 ADAMTS6 ERBB4 GJA5 S1PR1 GJA1 MEF2A MEF2C LRRC10 ERBB3 PRICKLE1 TBX3 NRG1 HEG1 ADM DSG2 CTNNB1 HEY2 APLNR CXADR PROX1 EFNA1 DHRS3 XIRP1 TBX5 MYL2 NRP1 CALCRL FHOD3 BVES PKP2 HAND2 JAG1 RBM20 MYH7 MYLK3 MYOCD MYH6 SOX11 DSP ANKRD1 LMNA MYL3 OSR1 SMYD1 FGF12 FHL2 RYR2 PAM AGT SOX17 TCAP NKX2-5 NEXN MB PDLIM5 MYBPC3 SLC8A1 ACTN2 PLN TNNI3 CCNB1 NEBL CSRP3 CRIP1 TTN TNNC1 ACTC1 TNNI1 TNNT2 SORBS2
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0.000128551227664224	0.000333824251350024	-0.709196405827401	-2.52280069608045	0	15	ADM MYL2 MYH7 MYH6 MYL3 RYR2 ATP2A2 SLC8A1 PLN CSRP3 MYL4 CAV1
GO_OUTFLOW_TRACT_MORPHOGENESIS	0.00554624016509738	0.00857146207333232	-0.43635777408073	-1.83495843713964	42	24	SFRP2 CLDN5 MSX2 FGFR2 SEMA3C FZD1 GJA5 MEF2C TBX3 HEY2 DHRS3 HAND2 JAG1 SOX11 SOX17 NKX2-5
GO_HEART_MORPHOGENESIS	0.000133297787256732	0.000333824251350024	-0.400119609751603	-2.30168838140319	0	74	SFRP2 CYR61 COL2A1 CLDN5 HAND1 MSX2 FGFR2 GATA3 SEMA3C TMEM100 FOXC1 FZD1 GJA5 S1PR1 GJA1 MEF2C TBX3 NRG1 HEG1 HEY2 PROX1 EFNA1 DHRS3 TBX5 MYL2 PKP2 HAND2 JAG1 MYH7 MYH6 SOX11 DSP ANKRD1 MYL3 FHL2 RYR2 SOX17 TCAP NKX2-5 MYBPC3 TNNI3 TTN TNNC1 ACTC1 TNNI1 TNNT2
GO_CARDIAC_CONDUCTION	0.000524109014675052	0.00111373165618449	-0.45111274465939	-2.10687880662681	3	34	TNNI3K CACNB2 GJA5 KCNK6 GJA1 MEF2A CTNNA3 KCNA5 DSG2 CXADR KCNH2 RNF207 PKP2 DSP RYR2 CASQ2 SLC8A1 PLN CAV1
GO_REGULATION_OF_HEART_GROWTH	0.00141370003855546	0.00267032229504919	-0.524443156330447	-2.03748096224717	10	19	CAV3 ACACB FGFR2 CDK1 FGF9 ERBB4 GJA1 MEF2C AKAP6 NRG1 HEY2 PROX1 TBX5 MYH6 NKX2-5 CCNB1
GO_ARTERY_MORPHOGENESIS	0.448987488714046	0.448987488714046	-0.238910946639238	-1.00466104490574	3480	24	FOXC1 GJA5 PRRX1 NOTCH3 MYLK HEY2 PROX1 NRP1 HAND2 JAG1 MYOCD
GO_AORTA_DEVELOPMENT	0.168631471040492	0.196488980010251	-0.353966169542408	-1.29139956140919	1315	16	PDGFRB SMAD6 LOX LOXL1 ADAMTS6 MYLK PRICKLE1 HEY2 PROX1 JAG1
GO_HEART_VALVE_DEVELOPMENT	0.17337262942081	0.196488980010251	-0.351949831335603	-1.28404321354327	1352	16	HEYL PITX2 BMP2 SHOX2 CYR61 SMAD6 GATA3 GJA5 MEF2C HEY2 EFNA1 TBX5 JAG1
GO_HEART_PROCESS	0.000131250820317627	0.000333824251350024	-0.576170971537014	-2.92075719942391	0	45	KCNH2 MYL2 PKP2 MYH7 MYH6 MYL3 SNTA1 FGF12 RYR2 TRDN CASQ2 TCAP NKX2-5 MYBPC3 SLC8A1 PLN TNNI3 CSRP3 TTN TNNC1 ACTC1 TNNI1 TNNT2 MYL4 CAV1
